,DESCRIPTION,CITY
3497,"a matatu tout was urinating infront of our flat. We were hanging clothes with my 9 year old cousin, despite me trying to tell him to move and urinate elsewhere he insisted on doing it infornt of us. Whne I told him that is bad manners, he turned the blame on me saying am the one with bad manners because i let a baby look at him urinating.",Nairobi
3498,"one day in the evening I was passing at makina stage, I saw a man whistling to a woman passing.",Nairobi
3499,"A lady was buying oranges by the road side kiosk, a man who seemed drunk  took one orange from her hand, she asked him why are you taking my fruit? The man said to her don't you know that ladies are the sonkos (have moneuy) of today.",Nairobi
3500,I was entering a matatuand a man held me on the shoulders as if we were with him. When I removed his hands he clicked and winked at me,Nairobi
3501,"was walking passed the railway bridge to Kambi muru and a man whistled at me twice. I did not respond and he shouted &quot;the lady in purple you have nice legs, I admire you to be my wife&quot;",Nairobi
3502,"I was walking towards my Church at Jamhuri estate, a man standing by the road side approached me and asked me if am Rose. I told him no and then he asked me my name. I did not say anything because he was too strange to me and sped off and went.",Nairobi
3503,A lady was walking at makina wearing a short dress and some men started to mock her without even sympathy. They were  saying to her to walk naked tather thatn wearing that short dress showing people her things.,Nairobi
3504,A woman's body was found lying on a damp site,Nairobi
3505,I was going to a photocopying shop in makina when some boda boda operators started shouting calling me to sit on their motorbikes so that they could ferry me wherever was going.  I declined since it was a walking distance.  Thye started telling me tat I am boasting and i do not even have shape. i turned and asked them if those shapes are bought or created so they could buy me one good curvy shape.,Nairobi
3506,Some boys si at the doorstep pf Shadee Ent - this is a shop where they sell CDs. They comment on girls who pass or walk along that road.,Nairobi
3507,A young girl was influenced by her friends who are school drop outsto be watching ponographic films,Nairobi
3508,I was walking along Oympic road when some men commented so badly about a certain lady using abusive language. The lady felt so inferior,Nairobi
3509,"A lady reported that, her boss came back from work at 9:00p.m.  She served him food and the man asked her why she feared the man so much and did not want to move close to him and the wife was not around.  He held her and tried to rape her. Fortunately she managed to escape.",Nairobi
3510,a housemaid was found sexually abusing a four years old boy in her care.  According to this boy she had been doing this repeatedly touching his private parts.,Nairobi
3511,an elderly woman advanced sexually a young man and on refusing she reported him to police on a false claim of harrasement,Nairobi
3512,A lady was assaulted by the neighnour's husband and stripped naked at the bthroom.  This is because she went in ahead of him in the que.,Nairobi
3513,A fourteen year old boy has been sodomising his eleven years old brother they share bed with without their parents knowledge,Nairobi
3514,A teacher in a madrasa whipped a fourteen year old  girl in the buttocks.  She was hospitalised  as a result of the incident.  She was allegedly assaulted for being late,Nairobi
3515,A class three boy was sodomised by four upper primary boys,Nairobi
3516,A man beat his wife they've lived together for four years until she got hospitalised for refusing to have sex with him,Nairobi
3517,a young teenage girls had her clothes torn in the street by young boys because of her mini skirts that she was wearing,Nairobi
3518,"a teenage girl was molested by a group of boys for wearing a tight skirt and refusing their advances.  She was indecently touched, harrased and assaulted",Nairobi
3519,"My husband was beating me infront of people because I refused to sleep with him at that morning, he was also abusing me badly touching my private parts infront of people.  Am stressed and embarrased a lot.",Nairobi
3520,"was having visitors on my way to take them at the bust stage, some motobike riders started whistling at me and commenting on my dress.",Nairobi
3521,"as I was taking my son to school in  the morning, I met an old man wo touched my buttocks.  When I asked he wanted to beat me up till I ran to the DO's place to report",Nairobi
3522,"I was at Toi market, some mitumba sellers started taking pictures of me without my permission, then they started commenting on me that if someone maries me he will be the richest man on earth.",Nairobi
3523,"I am staying with my brother in-law, am in coolege and the wife who is my sister stays at the rural home but he keeps on touching my body, I wonder what doe he mean and am a man just like him.",Nairobi
